,Unnamed: 0,DEPT,C1_OBMT,C2_OBMT,CDF_x,CTEM_x,DEVI,DTCO,DTSM,ED,GR_EDTC,GTEM_x,HAZI,HAZIM,ITT,ND,P1AZ,PR,RB,SDEV,SDEVM,SPHI,STIT_x,TENS_x,AF10,AF20,AF30,AF60,AF90,AO10,AO20,AO30,AO60,AO90,AT10,AT20,AT30,AT60,AT90,AFCO,AORT,AORX,ASFI,ATCO,CDF_y,CFTC,CNTC,CTEM_y,DCAL,DNPH,DPHZ,DPH8,DSOZ,ECGR,GDEV,GR,GTEM_y,HCAL,HDRA,HDRB,HGR,HMIN,HMNO,HNPO,HPRA,HTNP,NPHI,NPOR,PEF8,PEFZ,PXND_HILT,RHO8,RHOZ,RSOZ,RWA_HILT,RXO8,RXOZ,SP,SPAR,STIT_y,TENS_y,TNPH,Brittleness,facies
0,0.0,10674.5,9.5573,9.6597,1584.108,250.5414,0.1571,54.964,104.8152,-1.7188,36.9706,33.5,324.0432,338.9106,0.0423,-1.7748,103.3036,0.2939,139.2643,0.1573,0.1918,-0.0118,0.0,4395.0,27.0121,27.1453,27.0468,27.0166,26.0444,25.8596,26.2682,25.6666,25.457,24.5647,25.4294,25.7803,26.0438,26.0453,25.5989,37.0204,25.457,26.205,-2047.5176,39.3245,807.696,3978.0657,4680.8228,246.5884,-0.1204,-0.007,-0.0136,0.0042,0.0584,36.1876,0.5916,35.605,239.6736,8.6296,-0.0059,-0.1249,31.4065,380.3475,338.629,0.0461,0.1953,0.0372,0.0267,0.0408,4.5472,4.6749,0.0338,2.7028,2.7333,0.0,0.0291,484.4267,443.6214,-2048.0,-2048.0,0.0,3661.0,0.0371,0.7710824983088564,clean
1,1.0,10675.0,9.5493,9.672,1554.957,250.5414,0.1571,54.964,104.8152,-1.7188,35.5745,33.4983,324.0432,338.9106,0.0423,-1.7748,103.3036,0.2939,139.2643,0.1573,0.1918,-0.0118,0.0,4459.0,25.6731,25.9684,25.8358,25.8261,25.1129,25.1532,25.572,25.1431,24.8733,24.0224,25.052,25.2935,25.3132,25.3047,24.8793,38.9513,24.8733,25.1987,-2047.9934,39.9169,806.985,3919.166,4563.3843,246.5884,-0.1204,-0.0069,-0.0182,-0.0402,0.0385,39.0401,0.0,38.4116,239.6736,8.6296,-0.0063,-0.111,41.003,315.3355,280.5847,0.0284,0.142,0.0355,0.0301,0.0377,4.7196,4.6143,0.0322,2.7788,2.7411,0.0,0.0257,401.3515,243.8446,-2048.0,-2048.0,0.0,3655.0,0.0357,0.7726668897424849,clean
2,2.0,10675.5,9.5506,9.6614,1598.6836,250.5414,0.1571,54.964,104.8152,-1.7188,33.86,33.4966,324.0432,338.9106,0.0423,-1.7748,103.3036,0.2939,139.2643,0.1573,0.1918,-0.0118,0.0,4475.0,24.8649,25.2674,25.0815,25.0413,24.4388,24.3213,23.7571,24.0152,24.0552,23.2592,24.5186,24.518,24.4478,24.9309,23.9181,40.2173,24.0552,24.4133,-2047.5674,40.7854,804.1411,3820.9626,4507.8203,246.5884,-0.1317,-0.007,-0.021,-0.0302,0.0211,41.417,0.0,40.7704,239.6736,8.6183,-0.0048,-0.1005,42.7241,131.419,116.5945,0.0353,0.115,0.0371,0.0311,0.0419,4.5032,4.5648,0.0334,2.7617,2.746,0.0,0.0268,166.613,215.1813,-2048.0,-2048.0,0.0,3631.0,0.0376,0.7736622125661747,clean
3,3.0,10676.0,9.5573,9.6684,1613.259,250.5414,0.1571,54.964,104.8152,-1.7188,31.8951,33.4949,324.0432,338.9106,0.0423,-1.7748,103.3036,0.2939,139.2643,0.1573,0.1918,-0.0118,0.0,4434.0,24.451,24.8491,24.5935,24.5014,23.7532,24.57,25.2189,24.763,24.8637,24.0157,23.9874,24.2144,24.1156,24.1877,23.303,40.8981,24.8216,24.725,-2048.126,41.6886,803.4301,3852.2979,4506.7388,246.5884,-0.1429,-0.0069,-0.0206,-0.0126,0.0211,40.3889,0.0,39.778,239.6736,8.6071,-0.0052,-0.0975,36.8095,144.0907,127.882,0.0431,0.1416,0.036,0.0351,0.0346,4.5403,4.5498,0.0325,2.7315,2.7452,0.0,0.0262,182.7731,195.2097,-2048.0,-2048.0,0.0,3639.0,0.0364,0.7734997108806743,clean
4,4.0,10676.5,9.5536,9.6673,1569.5326,250.5414,0.1571,54.964,104.8152,-1.7188,30.794,33.4932,324.0432,338.9106,0.0423,-1.7748,103.3036,0.2939,139.2643,0.1573,0.1918,-0.0118,0.0,4435.0,24.227,24.6742,24.3858,24.1406,23.2917,22.2895,22.9323,23.3358,23.0879,22.3432,24.1341,24.3879,24.1779,24.0279,23.1545,41.2762,23.0879,24.2733,-2048.2397,41.4352,804.4965,3799.4998,4537.5752,246.5884,-0.1204,-0.007,-0.0189,-0.0278,0.0375,40.7048,0.0,40.0496,239.6736,8.6296,-0.0067,-0.1016,38.5726,166.6491,147.9744,0.04,0.1909,0.0393,0.0285,0.0413,4.3965,4.5537,0.035,2.7576,2.7424,0.0,0.0283,211.5376,206.9723,-2048.0,-2048.0,0.0,3648.0,0.0392,0.772930954981423,clean
5,5.0,10677.0,9.5536,9.6655,1584.108,250.5414,0.1571,54.964,104.8152,-1.7188,36.6271,33.4915,324.0432,338.9106,0.0423,-1.7748,103.3036,0.2939,139.2643,0.1573,0.1918,-0.0118,0.0,4477.0,24.2199,24.7516,24.4803,24.1776,23.3004,30.9163,26.7798,24.8992,24.9544,24.1459,24.6118,24.9975,24.5978,24.1877,23.3085,41.2883,24.4272,24.5577,-2048.2507,40.6309,810.1845,3895.0872,4511.7178,246.5884,-0.1204,-0.0069,-0.0132,-0.0223,0.0739,42.5139,0.0,41.8295,239.6736,8.6296,-0.0095,-0.1205,43.3999,132.8528,117.8717,0.0238,0.2559,0.0353,0.0266,0.0323,4.3911,4.6018,0.0321,2.7481,2.7325,0.0,0.0251,168.4417,215.7558,-2048.0,-2048.0,0.0,3651.0,0.0351,0.7709199966233561,clean
6,6.0,10677.5,9.55,9.6706,1613.259,250.5414,0.1571,54.964,104.8152,-1.7188,38.3887,33.4898,324.0432,338.9106,0.0423,-1.7748,103.3036,0.2939,139.2643,0.1573,0.1918,-0.0118,0.0,4358.0,24.5979,25.1522,24.9186,24.5443,23.5834,22.2684,24.0801,22.6961,22.3506,21.6736,23.4566,23.9149,23.5792,23.3891,22.3783,40.6539,22.3506,23.1598,-2048.418,42.632,808.7625,3928.8333,4508.5342,246.5884,-0.1204,-0.0068,-0.0087,-0.0123,0.0973,46.1821,0.0,45.4387,239.6736,8.6296,-0.0114,-0.1423,42.1501,160.3553,142.3692,0.0326,0.2797,0.0343,0.0284,0.0278,4.7011,4.6333,0.0314,2.7311,2.7249,0.0,0.022,203.5136,174.9432,-2048.0,-2048.0,0.0,3650.0,0.0338,0.7693762306111027,clean
7,7.0,10678.0,9.5534,9.6626,1593.7065,250.5414,0.1571,54.964,104.8152,-1.7188,42.548,33.4881,324.0432,338.9106,0.0423,-1.7748,103.3036,0.2939,139.2643,0.1573,0.1918,-0.0118,0.0,4445.0,25.3592,25.7637,25.5299,24.8761,23.8389,18.6086,20.7885,20.045,19.7484,19.2191,22.0545,23.0989,23.1893,23.0084,22.0605,39.4334,19.7484,20.9729,-2048.4548,45.3423,811.962,3925.9812,4574.2397,246.5884,-0.1204,-0.0069,-0.0053,0.009,0.1041,52.6773,0.0,51.8293,239.6736,8.6296,-0.0093,-0.1598,49.4056,134.1786,119.0531,0.0524,0.2964,0.0361,0.0367,0.0484,4.593,4.692,0.0335,2.6946,2.7191,0.0,0.0221,170.1333,227.6557,-2048.0,-2048.0,0.0,3655.0,0.0358,0.7681980933912254,shale
8,8.0,10678.5,9.5573,9.6719,1569.5326,250.5414,0.1571,54.964,104.8152,-1.7188,41.8194,33.4864,324.0432,338.9106,0.0423,-1.7748,103.3036,0.2939,139.2643,0.1573,0.1918,-0.0118,0.0,4353.0,26.2959,26.6628,26.5031,25.9355,24.8423,24.9716,26.3188,26.3599,25.657,24.7759,26.9804,27.338,27.0387,26.3161,25.0551,38.0287,25.4187,26.0561,-2048.3416,37.064,808.0515,3911.4968,4644.9805,246.5884,-0.098,-0.007,-0.0106,-0.0262,0.0797,50.3965,0.0,49.5363,239.6736,8.652,-0.0073,-0.1522,63.3616,171.2663,152.0878,0.0407,0.2448,0.0384,0.0313,0.0427,4.4446,4.7371,0.0352,2.7547,2.7281,0.0,0.0315,217.4271,104.4482,-2048.0,-2048.0,0.0,3676.0,0.0384,0.7700262373531043,clean
9,9.0,10679.0,9.5463,9.6684,1535.4045,250.5414,0.1576,54.964,104.8152,-1.7194,44.6375,33.4846,324.4043,339.3679,0.0423,-1.7733,103.2021,0.2939,138.7991,0.1578,0.1933,-0.0118,0.0,4363.0,26.6748,26.8886,26.7072,26.0612,24.9958,40.9565,45.2753,36.0958,34.9523,33.8991,35.4379,34.9862,34.3754,32.7308,31.1228,37.4886,32.1632,31.5612,-2047.9672,28.2183,810.1845,4138.2881,4686.0654,246.5884,-0.1204,-0.0068,-0.0231,-0.0336,0.0598,43.0313,0.0,42.3385,239.6736,8.6296,-0.0021,-0.122,35.9135,61.6469,54.5522,0.0256,0.1423,0.0316,0.0234,0.0274,4.9141,4.7599,0.0285,2.7675,2.7495,0.0,0.026,77.7809,104.3749,-2048.0,-2048.0,0.0,3668.0,0.032,0.7743731574402386,clean
10,10.0,10679.5,9.5573,9.6584,1569.5326,250.5414,0.1575,54.964,104.8152,-1.72,44.0202,33.4829,324.7857,339.0777,0.0423,-1.7717,101.9713,0.2939,137.1871,0.1577,0.1942,-0.0118,0.0,4438.0,25.8229,25.9317,25.784,25.1547,24.2535,33.1311,32.525,32.9958,31.9347,30.8938,32.0088,31.027,29.9226,28.8256,27.5151,38.7253,31.0783,31.1295,-2048.4817,31.2414,819.072,4324.7017,4767.6938,246.5884,-0.1204,-0.0067,-0.0346,-0.0397,0.0155,36.2754,0.0,35.6914,239.6736,8.6296,-0.0004,-0.091,27.8268,176.5741,156.8151,0.0161,0.0311,0.0281,0.0207,0.0227,4.7957,4.7035,0.0243,2.7779,2.7691,0.0,0.0184,224.1946,108.7332,-2048.0,-2048.0,0.0,3663.0,0.0286,0.7783544487349974,clean
11,11.0,10680.0,9.5514,9.6731,1627.8346,250.5414,0.1586,54.964,104.8152,-1.7206,42.9728,33.4812,325.2994,339.7447,0.0423,-1.7701,100.3487,0.2939,135.0466,0.1588,0.1951,-0.0118,0.0,4472.0,23.9503,24.148,24.0782,23.5466,22.7858,23.8724,23.4859,23.491,22.7542,22.0584,23.846,23.9879,23.8958,23.2234,22.288,41.7531,22.7239,23.8708,-2047.9045,41.9358,817.65,4247.8735,4730.0957,246.5884,-0.1204,-0.0067,-0.0302,-0.0394,0.0396,36.0016,0.0,35.422,239.6736,8.6296,0.0012,-0.0925,42.5016,241.1337,214.3712,0.027,0.0852,0.0288,0.0263,0.0248,4.6132,4.6907,0.0259,2.7773,2.7616,0.0,0.0152,306.5822,319.0082,-2048.0,-2048.0,0.0,3676.0,0.0298,0.7768309954334315,clean
12,12.0,10680.5,9.5463,9.6569,1656.9856,250.5414,0.159,54.964,104.8152,-1.7212,43.5894,33.4795,326.6873,340.2972,0.0423,-1.7685,99.6207,0.2939,132.9351,0.1592,0.1978,-0.0118,0.0,4495.0,22.1875,22.3913,22.3747,21.9179,21.2431,16.8824,18.79,19.2889,19.2784,18.7775,19.9132,20.2817,20.6288,20.2426,19.5969,45.0703,19.2784,20.2525,-2047.4673,50.2179,818.7166,3911.5322,4634.1274,246.5884,-0.1204,-0.007,-0.0195,-0.0304,0.0706,40.6576,0.0,40.0031,239.6736,8.6296,0.008,-0.1122,36.1553,517.116,461.0832,0.0326,0.2101,0.0373,0.0369,0.0363,4.4603,4.6779,0.034,2.762,2.7433,0.0,0.0223,659.6313,648.3743,-2048.0,-2048.0,0.0,3652.0,0.0381,0.7731137693776109,clean
13,13.0,10681.0,9.5582,9.6645,1613.259,250.5414,0.1585,54.964,104.8152,-1.7218,42.4451,33.4778,327.367,340.0645,0.0423,-1.7669,99.4776,0.2939,132.1088,0.1587,0.1995,-0.0118,0.0,4396.0,20.7906,21.0888,21.0775,20.7309,20.0619,22.2658,21.2883,20.2326,20.5014,19.9505,19.4476,19.9108,20.0673,19.6557,18.989,48.0986,20.5,20.0026,-2047.6328,51.4202,815.8726,3548.2871,4496.1016,246.5884,-0.1317,-0.0073,-0.0153,-0.0177,0.1011,41.1915,0.0,40.5484,239.6736,8.6183,0.0109,-0.1249,42.5039,392.3029,349.2988,0.0623,0.2944,0.0466,0.0461,0.0542,4.6591,4.6492,0.0426,2.7403,2.7361,0.0,0.0372,499.6967,467.2416,-2048.0,-2048.0,0.0,3645.0,0.0478,0.7716512542081078,clean
14,14.0,10681.5,9.5451,9.6743,1569.5326,250.5414,0.1611,54.964,104.8152,-1.7224,42.868,33.4761,327.4729,340.2954,0.0423,-1.7652,99.3244,0.2939,131.8552,0.1613,0.2007,-0.0118,0.0,4374.0,20.1537,20.4539,20.4288,20.1094,19.4712,18.1,18.8308,18.8,18.8827,18.4056,19.3933,19.6997,19.6349,19.1775,18.6097,49.6186,18.8827,18.9444,-2048.4673,51.5642,820.494,3359.655,4379.1582,246.5884,-0.1204,-0.0075,-0.0151,-0.0254,0.1061,47.2213,0.0,46.4611,239.6736,8.6296,0.0075,-0.1307,43.959,279.7974,248.8575,0.0474,0.3046,0.0515,0.0476,0.0542,4.6308,4.6098,0.0462,2.7534,2.7359,0.0,0.0403,355.943,397.6289,-2048.0,-2048.0,0.0,3654.0,0.0522,0.7716106287867326,clean
15,15.0,10682.0,9.5548,9.6584,1593.7065,250.5414,0.1623,54.964,104.8152,-1.723,41.751,33.4744,328.5342,340.5615,0.0423,-1.7636,98.5092,0.2939,129.971,0.1625,0.2023,-0.0118,0.0,4475.0,19.9538,20.2633,20.2233,19.9022,19.2902,17.9866,19.0091,19.1511,19.092,18.6027,19.7169,20.0653,20.0779,19.5854,19.2963,50.1157,19.092,19.2276,-2048.0168,50.718,816.939,3339.8123,4316.6421,246.5884,-0.098,-0.0075,-0.0108,-0.001,0.1121,47.2529,0.0,46.4463,239.6736,8.652,-0.0007,-0.142,53.8746,226.3448,201.1803,0.0533,0.311,0.0503,0.0457,0.0541,4.5342,4.6174,0.0457,2.7117,2.7285,0.0,0.0399,287.7012,349.2387,-2048.0,-2048.0,0.0,3643.0,0.0509,0.7701074881958544,clean
16,16.0,10682.5,9.5585,9.6733,1618.2361,250.5414,0.1615,54.964,104.8152,-1.7236,44.9839,33.4727,329.0124,340.6669,0.0423,-1.7619,97.532,0.2939,128.5218,0.1617,0.205,-0.0118,0.0,4391.0,19.8915,20.2941,20.2578,19.9623,19.3297,21.0154,20.7119,20.4394,20.2342,19.6958,20.3694,20.6742,20.5491,20.148,19.5178,50.2728,20.2342,19.994,-2048.2117,49.0932,812.3175,3405.7861,4324.5034,246.5884,-0.1092,-0.0074,-0.0065,-0.0064,0.1043,48.7617,0.0,47.9531,239.6736,8.6408,-0.0066,-0.1526,40.6693,196.8072,174.8363,0.0495,0.2959,0.0473,0.0421,0.0498,4.5938,4.644,0.044,2.7209,2.7211,0.0,0.0391,249.9939,288.8066,-2048.0,-2048.0,0.0,3666.0,0.0482,0.7686043476049762,clean
17,17.0,10683.0,9.5465,9.6645,1569.5326,250.5414,0.1632,54.964,104.8152,-1.7242,47.786,33.471,329.2195,341.0001,0.0423,-1.7602,97.3567,0.2939,128.1391,0.1634,0.2057,-0.0118,0.0,4438.0,19.9471,20.305,20.2755,20.0568,19.3286,21.4289,21.9278,22.3891,21.4569,20.8432,20.0416,20.2698,20.0393,19.9185,19.0609,50.1327,21.4194,21.0351,-2048.0066,49.8963,812.673,3505.3672,4342.3359,246.5884,-0.1204,-0.0072,-0.0053,0.002,0.087,44.5663,0.0,43.8489,239.6736,8.6296,-0.0059,-0.1592,49.9438,187.0138,166.1142,0.0236,0.253,0.0442,0.0412,0.0434,4.6637,4.6638,0.041,2.7065,2.719,0.0,0.036,237.5077,279.0312,-2048.0,-2048.0,0.0,3652.0,0.0445,0.7681777806805377,clean
18,18.0,10683.5,9.5609,9.6584,1584.108,250.5414,0.1642,54.964,104.8152,-1.7247,45.4699,33.4693,329.8869,341.295,0.0423,-1.7585,96.5356,0.2939,126.6456,0.1644,0.2067,-0.0118,0.0,4362.0,19.8969,20.3051,20.2645,20.025,19.3599,18.1432,18.2377,18.6452,18.3827,17.9428,19.4707,19.6219,19.7959,19.8092,19.1483,50.2591,18.3709,18.9147,-2048.1199,51.3593,814.4505,3545.0315,4381.4863,246.5884,-0.1204,-0.0072,-0.0049,-0.0035,0.0831,45.0872,0.0,44.3614,239.6736,8.6296,-0.0096,-0.166,43.1042,236.3983,210.1468,0.0528,0.2278,0.0438,0.0449,0.0439,4.6664,4.7269,0.0408,2.716,2.7183,0.0,0.0305,300.5354,245.0926,-2048.0,-2048.0,0.0,3645.0,0.0442,0.7680355917057249,clean
19,19.0,10684.0,9.5536,9.6706,1579.1311,250.5414,0.1652,54.964,104.8152,-1.7253,40.9886,33.4675,330.2945,341.0427,0.0423,-1.7568,95.5536,0.2939,125.2586,0.1654,0.2087,-0.0118,0.0,4432.0,19.7636,20.1174,20.0409,19.8668,19.2645,21.3361,19.3169,20.1264,20.458,19.9225,20.8563,20.6414,20.5043,20.3322,19.8885,50.598,20.2955,20.3191,-2048.1064,47.9472,810.8955,3446.6321,4374.0688,246.5884,-0.1204,-0.0073,-0.0013,-0.0105,0.0999,44.5658,0.0,43.8483,239.6736,8.6296,-0.01,-0.1775,42.733,246.4151,219.0801,0.0479,0.2455,0.0479,0.0412,0.046,4.4947,4.8391,0.0445,2.7279,2.7122,0.0,0.0401,313.3217,350.1514,-2048.0,-2048.0,0.0,3671.0,0.0481,0.7667965163537848,clean
20,20.0,10684.5,9.5512,9.6645,1627.8346,250.5414,0.1667,54.964,104.8152,-1.7259,35.579,33.4658,330.5772,341.2389,0.0423,-1.7551,93.8299,0.2939,123.2572,0.167,0.2114,-0.0118,0.0,4491.0,19.4361,19.8798,19.7925,19.6242,19.1372,27.7458,28.3076,24.1073,23.3533,22.794,21.0528,21.5186,21.1325,20.7525,20.2939,51.4507,22.3903,21.2347,-2047.8318,47.4995,817.2946,3410.1633,4306.4072,246.5884,-0.1204,-0.0073,0.0027,-0.0125,0.1135,45.0872,0.0,44.3614,239.6736,8.6296,-0.0025,-0.185,47.5911,334.8259,297.9877,0.0549,0.261,0.0471,0.0435,0.0416,5.0672,4.9263,0.0443,2.7313,2.7054,0.0,0.0439,426.2598,359.1306,-2048.0,-2048.0,0.0,3660.0,0.0474,0.7654152520270319,clean
21,21.0,10685.0,9.5573,9.6655,1598.6836,250.5414,0.1684,54.964,104.8152,-1.7265,36.8342,33.4641,331.1933,341.2507,0.0423,-1.7533,93.3055,0.2939,122.1161,0.1686,0.2112,-0.0118,0.0,4444.0,19.1257,19.5448,19.461,19.2575,18.9407,15.5112,15.4574,15.4589,15.4122,15.1002,18.0574,18.2809,18.1771,17.9384,18.0141,52.2857,15.4275,15.706,-2048.041,55.379,808.7625,3315.4033,4276.8984,246.5884,-0.1204,-0.0074,0.007,0.009,0.1183,48.4728,0.0,47.6925,239.6736,8.6296,0.0082,-0.1856,45.2009,246.3032,218.9805,0.054,0.2715,0.0499,0.0423,0.0518,4.9434,4.9259,0.0475,2.6946,2.6981,0.0,0.0348,313.1792,322.1745,-2048.0,-2048.0,0.0,3669.0,0.0506,0.763932424146841,clean
22,22.0,10685.5,9.5487,9.6714,1564.5555,250.5414,0.1696,54.964,104.8152,-1.7271,37.6665,33.4624,332.0141,341.2392,0.0423,-1.7516,93.0923,0.2939,121.0752,0.1699,0.215,-0.0118,0.0,4506.0,19.0799,19.6652,19.6286,19.442,19.0555,17.0652,17.4301,17.0659,17.0547,16.6827,16.8776,17.486,17.6365,17.5598,17.3624,52.4111,17.0547,17.3508,-2048.5725,59.2501,812.3175,3305.5559,4219.0615,246.5884,-0.1204,-0.0074,0.0062,0.0141,0.1158,47.43,0.0,46.6664,239.6736,8.6296,0.0115,-0.1715,54.1066,209.2549,185.9387,0.0639,0.2645,0.0485,0.0438,0.058,4.7787,4.8304,0.0461,2.6858,2.6994,0.0,0.0362,265.8857,279.968,-2048.0,-2048.0,0.0,3704.0,0.049,0.7641964893857789,clean
23,23.0,10686.0,9.5561,9.6626,1618.2361,250.5414,0.1717,54.964,104.8152,-1.7277,39.539,33.4607,332.7684,341.235,0.0423,-1.7498,91.6196,0.2939,118.8481,0.1719,0.216,-0.0118,0.0,4573.0,19.6747,20.3494,20.3298,20.1273,19.6293,18.96,19.3782,18.4459,18.3294,17.8834,18.1108,18.9288,18.9167,18.6801,18.4789,50.8267,18.3294,19.0883,-2048.0557,55.2155,819.4276,3345.2415,4185.7212,246.5884,-0.1317,-0.0073,0.0009,0.0055,0.1133,53.8985,0.0,53.0571,239.6736,8.6183,0.0108,-0.1483,44.5984,240.0926,213.4426,0.0516,0.267,0.0462,0.0463,0.0437,4.7276,4.7386,0.043,2.7006,2.7085,0.0,0.0339,305.2532,283.0353,-2048.0,-2048.0,0.0,3651.0,0.0461,0.7660449460583455,shale
24,24.0,10686.5,9.5573,9.6706,1603.6605,250.5414,0.1734,54.964,104.8152,-1.7283,39.1094,33.459,332.858,341.7733,0.0423,-1.748,90.662,0.2939,117.8016,0.1737,0.2197,-0.0118,0.0,4444.0,20.8192,21.4835,21.3506,21.137,20.6233,18.6338,19.3429,19.5461,19.3293,18.8483,20.5189,21.1591,21.2582,21.0803,20.6541,48.0325,19.3173,19.8769,-2048.248,48.7357,817.65,3422.0134,4276.4541,246.5884,-0.1204,-0.0073,-0.0047,-0.0006,0.11,51.3373,0.0,50.5108,239.6736,8.6296,0.0157,-0.1284,61.2906,247.0109,219.6129,0.0446,0.288,0.0458,0.0453,0.0523,4.6708,4.7446,0.0422,2.711,2.7181,0.0,0.0344,314.0849,325.8177,-2048.0,-2048.0,0.0,3671.0,0.0458,0.7679949662843499,shale
25,25.0,10687.0,9.5465,9.667,1574.5095,250.5414,0.1744,54.964,104.8152,-1.7289,38.1786,33.4573,333.404,342.1455,0.0423,-1.7461,90.5268,0.2939,117.126,0.1747,0.2222,-0.0118,0.0,4419.0,22.104,22.7142,22.6517,22.4362,21.6921,27.6177,30.921,30.6775,29.2811,28.2048,25.7088,25.8697,25.6323,25.3657,24.4639,45.2406,29.0816,26.5852,-2048.4309,38.8972,813.384,3594.1799,4423.6807,246.5884,-0.1204,-0.0072,-0.0067,-0.0213,0.1087,46.6445,0.6318,45.8936,239.6736,8.6296,0.0264,-0.1205,46.6951,303.3693,269.9019,0.0501,0.3039,0.0441,0.0408,0.05,4.7785,4.825,0.04,2.7464,2.7215,0.0,0.0466,386.0623,332.6953,-2048.0,-2048.0,0.0,3672.0,0.0435,0.7686855984477263,clean
26,26.0,10687.5,9.5585,9.6597,1549.9801,250.5414,0.1756,54.964,104.8152,-1.7295,36.5196,33.4556,333.7504,342.1508,0.0423,-1.7443,90.2652,0.2939,116.5125,0.1758,0.222,-0.0118,0.0,4482.0,23.0645,23.5148,23.4207,23.2131,22.549,26.306,27.0282,27.0362,26.6201,25.8036,26.7648,26.5633,26.2863,26.0985,25.3351,43.3567,26.4579,25.6275,-2047.7245,37.3625,806.6295,3735.7361,4462.1953,246.5884,-0.1204,-0.007,-0.008,0.0007,0.1005,41.6963,0.4872,41.025,240.1769,8.6296,0.0344,-0.1189,29.63,240.8911,214.1537,0.0257,0.2951,0.0397,0.033,0.0299,4.9623,4.8634,0.0362,2.7087,2.7237,0.0,0.0347,306.2705,303.9695,-2048.0,-2048.0,0.0,3655.0,0.0393,0.7691324780828523,clean
27,27.0,10688.0,9.5524,9.6714,1559.9341,250.5414,0.1775,54.964,104.8152,-1.7301,33.3013,33.4539,334.7419,342.1094,0.0423,-1.7425,89.0433,0.2939,114.2975,0.1778,0.2241,-0.0118,0.0,4526.0,23.3164,23.6925,23.6013,23.3944,22.6979,24.2071,23.9932,24.6011,24.5253,23.7786,23.9771,23.9962,24.1906,24.0624,23.3024,42.8883,24.4601,24.2071,-2047.8757,41.7064,808.407,3819.2131,4522.0889,246.5884,-0.1204,-0.007,-0.0091,-0.0087,0.0968,42.9998,0.8305,42.3076,239.6736,8.6296,0.0337,-0.1205,48.7125,231.3167,205.6156,0.0166,0.277,0.0384,0.0264,0.0288,4.7214,4.8135,0.035,2.725,2.7256,0.0,0.03,294.0501,264.3768,-2048.0,-2048.0,0.0,3683.0,0.038,0.7695184195859157,clean
28,28.0,10688.5,9.5463,9.6645,1613.259,250.5414,0.1795,54.964,104.8152,-1.7307,32.0542,33.4522,335.2676,342.1062,0.0423,-1.7406,87.4852,0.2939,112.2193,0.1798,0.2261,-0.0118,0.0,4549.0,23.1563,23.7062,23.6678,23.555,22.7465,21.4161,21.5094,21.6964,22.4702,21.8314,22.1293,22.5749,22.6158,22.8744,21.7473,43.1849,22.4702,22.4681,-2048.145,45.189,811.6065,3845.1086,4531.4834,246.5884,-0.1204,-0.007,-0.011,-0.0168,0.0923,48.9789,1.1769,48.1904,240.1769,8.6296,0.0336,-0.1214,49.0853,216.8426,192.7066,0.043,0.2696,0.0374,0.034,0.0414,4.6971,4.7347,0.0343,2.7387,2.7288,0.0,0.0264,275.573,302.0352,-2048.0,-2048.0,0.0,3642.0,0.0374,0.770168426327917,clean
29,29.0,10689.0,9.5621,9.6609,1589.0851,250.5414,0.18,54.964,104.8152,-1.7313,32.9909,33.4505,335.0594,342.0908,0.0423,-1.7387,86.9789,0.2939,111.9215,0.1803,0.2275,-0.0118,0.0,4452.0,23.1264,23.737,23.6407,23.5543,22.8985,20.9985,21.1526,21.0846,21.3309,20.7765,21.5008,21.9593,22.067,22.4457,21.3793,43.2406,21.3309,21.3732,-2047.9081,46.51,806.985,3692.7791,4491.6421,246.5884,-0.1204,-0.0071,-0.0084,0.0057,0.1012,48.7355,1.4133,47.9509,240.1769,8.6296,0.0207,-0.1283,47.8254,290.2527,258.1931,0.0351,0.2952,0.0418,0.0366,0.0442,4.6515,4.7321,0.0384,2.7003,2.7244,0.0,0.0314,369.3045,324.7373,-2048.0,-2048.0,0.0,3626.0,0.0418,0.7692746670576651,clean
30,30.0,10689.5,9.5536,9.6694,1540.3816,250.5414,0.1815,54.964,104.8152,-1.7319,35.8154,33.4487,335.8004,342.4722,0.0423,-1.7368,86.8709,0.2939,111.0721,0.1818,0.2289,-0.0118,0.0,4445.0,23.4379,24.1856,24.0858,23.7966,23.2018,22.4845,24.0104,23.1454,22.7191,22.0853,22.3204,23.058,23.0371,22.7702,22.2701,42.666,22.7191,22.4921,-2047.8085,44.8022,805.9185,3699.4373,4469.8018,246.5884,-0.1092,-0.0071,-0.0059,-0.0225,0.1074,44.3252,1.2162,43.5902,240.1769,8.6408,0.0084,-0.1316,46.3904,275.3652,244.9006,0.0444,0.298,0.0411,0.0395,0.0471,4.8488,4.7782,0.0378,2.7484,2.72,0.0,0.0325,350.2797,436.6116,-2048.0,-2048.0,0.0,3646.0,0.0409,0.7683809077874133,clean
