,DEPT,HCAL,GR,DTCO,DTSM,NPHI,RHOZ,PEFZ,facies,facies_number,Kmeans
851,11100.0,8.6296,28.8016,55.0325,102.9985,0.0146,2.7053,5.3695,clean,1,2
852,11100.5,8.6745,24.834,54.7946,102.4016,0.0122,2.7059,5.4834,clean,1,2
853,11101.0,8.652,27.1336,55.1451,102.2765,0.0099,2.7087,5.3834,clean,1,2
854,11101.5,8.6296,31.9185,55.5304,102.1913,0.0111,2.7064,5.1904,clean,1,2
855,11102.0,8.6296,37.0487,55.6425,102.346,0.0127,2.7085,5.0012,clean,1,2
856,11102.5,8.6296,35.5068,56.3323,102.6042,0.0131,2.7139,4.8848,clean,1,2
857,11103.0,8.6745,34.3237,55.3848,102.2733,0.0129,2.7249,4.7937,clean,1,2
858,11103.5,8.652,32.7725,55.3805,102.5115,0.0148,2.7344,4.7365,clean,1,2
859,11104.0,8.652,37.9031,55.443,102.6907,0.0175,2.7177,4.7773,clean,1,2
860,11104.5,8.6296,43.8916,56.3678,102.1591,0.0186,2.7084,4.7932,clean,1,2
861,11105.0,8.652,45.429,56.3053,102.1134,0.0191,2.6947,4.8288,clean,1,2
862,11105.5,8.6296,40.0595,56.2584,102.2835,0.0174,2.6948,4.8515,clean,1,2
863,11106.0,8.652,35.6344,55.4391,102.188,0.0199,2.7094,4.7927,clean,1,2
864,11106.5,8.652,35.3826,55.3153,102.5581,0.0163,2.7266,4.7326,clean,1,2
865,11107.0,8.652,36.2809,56.274,103.4735,0.021,2.7499,4.6062,clean,1,2
866,11107.5,8.652,37.5621,56.7209,104.378,0.0217,2.7398,4.604,clean,1,2
867,11108.0,8.652,39.0749,57.6286,105.3475,0.0245,2.7288,4.603,clean,1,2
868,11108.5,8.652,38.4622,58.6078,106.2968,0.02,2.7105,4.6941,clean,1,2
869,11109.0,8.652,38.9747,58.9898,106.9512,0.0194,2.7032,4.8208,clean,1,2
870,11109.5,8.652,40.549,59.2762,107.0253,0.0204,2.6881,4.9965,clean,1,2
871,11110.0,8.652,41.4462,59.43,107.6137,0.0197,2.6827,5.0758,clean,1,2
872,11110.5,8.6296,42.2305,59.7818,108.4797,0.024,2.6812,5.0377,clean,1,2
873,11111.0,8.652,43.9282,59.5189,107.4973,0.03,2.6831,4.9336,clean,1,2
874,11111.5,8.6296,48.383,60.4326,107.321,0.046,2.6847,4.8391,clean,1,2
875,11112.0,8.6745,46.621,59.629,106.3968,0.0442,2.6874,4.7739,clean,1,2
876,11112.5,8.652,50.2096,58.8263,104.9626,0.047,2.6858,4.7459,shale,2,2
877,11113.0,8.652,54.8269,57.5921,103.9016,0.0442,2.686,4.7155,shale,2,2
878,11113.5,8.6745,62.9013,56.5074,102.958,0.046,2.6818,4.7347,shale,2,2
879,11114.0,8.652,59.9235,55.5302,102.4785,0.0531,2.6772,4.7799,shale,2,2
880,11114.5,8.652,57.4307,55.4317,102.2941,0.0581,2.6704,4.8531,shale,2,2
881,11115.0,8.652,55.3373,55.291,102.089,0.0556,2.6684,4.9004,shale,2,2
882,11115.5,8.6745,53.7982,55.3142,102.0629,0.0434,2.6793,4.8987,shale,2,2
883,11116.0,8.652,49.9106,55.0909,102.0166,0.032,2.6842,4.9507,clean,1,2
884,11116.5,8.652,43.6394,54.8958,101.9403,0.0245,2.6845,5.0273,clean,1,2
885,11117.0,8.6745,40.3809,54.7782,101.9798,0.0193,2.6968,5.0062,clean,1,2
886,11117.5,8.652,43.9203,55.0457,102.4236,0.0178,2.7056,4.9639,clean,1,2
887,11118.0,8.652,47.2207,56.3765,103.0745,0.0199,2.7094,4.9256,clean,1,2
888,11118.5,8.652,47.8993,56.6467,103.4807,0.0203,2.6958,4.9879,clean,1,2
889,11119.0,8.6633,42.5816,57.1465,103.5409,0.019,2.6905,5.0205,clean,1,2
890,11119.5,8.6745,39.5713,57.0582,102.6474,0.0168,2.6878,5.0648,clean,1,2
891,11120.0,8.652,37.7776,56.5384,101.7272,0.0176,2.6895,5.0678,clean,1,2
892,11120.5,8.6745,42.269,56.2555,101.0103,0.0192,2.6879,5.0445,clean,1,2
893,11121.0,8.6745,46.0653,55.351,99.9914,0.0241,2.6913,4.9557,clean,1,2
894,11121.5,8.6745,51.0681,54.8765,98.4903,0.0299,2.6904,4.8966,shale,2,2
895,11122.0,8.6745,51.6573,53.7176,96.1486,0.0317,2.7024,4.8071,shale,2,2
896,11122.5,8.652,51.1506,52.8478,95.6291,0.0297,2.7101,4.7725,shale,2,2
897,11123.0,8.652,51.7707,52.5867,97.2779,0.023,2.7123,4.809,shale,2,2
898,11123.5,8.652,47.6517,52.8409,99.1678,0.0217,2.699,4.947,clean,1,2
899,11124.0,8.652,47.9508,53.4865,100.4285,0.0199,2.6882,5.0623,clean,1,2
900,11124.5,8.6408,43.1103,53.534,102.3099,0.0184,2.6807,5.1359,clean,1,2
901,11125.0,8.6745,40.9364,54.4482,106.555,0.0151,2.6845,5.1283,clean,1,2
902,11125.5,8.6296,33.723,56.762,113.9519,0.0116,2.6899,5.1127,clean,1,2
903,11126.0,8.652,34.0557,63.0407,119.4945,0.0106,2.6921,5.0957,clean,1,2
904,11126.5,8.6745,33.4576,70.6357,127.4209,0.0102,2.691,5.0709,clean,1,2
905,11127.0,8.652,36.7922,79.0523,134.2546,0.0121,2.6844,5.0622,clean,1,2
906,11127.5,8.652,37.6894,82.2906,138.2262,0.0139,2.6842,5.0399,clean,1,2
907,11128.0,8.652,39.1936,82.8249,140.653,0.0139,2.6908,4.9903,clean,1,2
908,11128.5,8.652,40.979,82.9108,140.0435,0.0204,2.6994,4.8871,clean,1,2
909,11129.0,8.652,51.2923,85.0397,140.3875,0.0494,2.6989,4.7152,shale,2,2
910,11129.5,8.652,71.0208,86.4092,139.244,0.111,2.684,4.4922,shale,2,2
911,11130.0,8.652,94.945,87.3705,137.4339,0.1688,2.6573,4.2658,shale,2,0
912,11130.5,8.652,112.1314,82.715,130.4871,0.2091,2.6209,4.1101,shale,2,0
913,11131.0,8.6745,117.2153,76.4809,126.6878,0.2213,2.5846,4.0755,shale,2,0
914,11131.5,8.6745,118.1832,70.5706,117.4031,0.2135,2.5758,4.0227,shale,2,0
915,11132.0,8.652,119.9906,64.7439,111.2562,0.2023,2.5737,3.9758,shale,2,0
916,11132.5,8.6745,129.8593,61.5064,108.999,0.2199,2.5622,3.9555,shale,2,0
917,11133.0,8.6745,137.0417,58.5165,103.8563,0.2288,2.555,3.9945,shale,2,0
918,11133.5,8.6745,143.0228,56.5219,102.374,0.2241,2.5642,4.1214,shale,2,0
919,11134.0,8.652,136.3016,54.5403,101.7139,0.1867,2.6017,4.2368,shale,2,0
920,11134.5,8.652,123.9646,54.4968,101.0193,0.1662,2.6329,4.3705,shale,2,0
921,11135.0,8.6745,99.9887,54.8214,100.3307,0.1368,2.6515,4.4974,shale,2,0
922,11135.5,8.6745,83.4136,56.5001,99.9547,0.1024,2.6693,4.5968,shale,2,0
923,11136.0,8.652,71.7505,57.5037,99.9775,0.0635,2.6774,4.7484,shale,2,2
924,11136.5,8.6745,65.0883,56.9191,99.6996,0.0364,2.6897,4.8887,shale,2,2
925,11137.0,8.652,54.9078,55.2945,99.7312,0.0177,2.6926,5.0102,shale,2,2
926,11137.5,8.652,45.8034,53.632,99.7594,0.0135,2.6883,5.069,clean,1,2
927,11138.0,8.652,51.3514,52.9775,100.2761,0.0169,2.6851,5.0539,shale,2,2
928,11138.5,8.652,60.8956,53.1094,102.6009,0.027,2.6827,5.0697,shale,2,2
929,11139.0,8.6745,66.4114,53.2916,104.7629,0.0312,2.6886,5.1202,shale,2,2
930,11139.5,8.6745,56.2309,53.0992,106.7436,0.0268,2.7105,5.1246,shale,2,2
931,11140.0,8.6745,44.4439,52.9396,110.6418,0.0199,2.7251,5.1237,clean,1,2
932,11140.5,8.652,40.5562,54.3538,116.674,0.0163,2.7223,5.1344,clean,1,2
933,11141.0,8.6745,38.7597,57.5644,129.1425,0.0144,2.705,5.1676,clean,1,2
934,11141.5,8.6745,38.7597,66.8543,152.0896,0.0125,2.6937,5.1698,clean,1,2
935,11142.0,8.652,39.0778,72.3842,171.6175,0.0105,2.6972,5.1111,clean,1,2
936,11142.5,8.6745,39.9596,111.3374,182.789,0.0093,2.7065,5.009,clean,1,2
937,11143.0,8.6745,43.2907,110.331,184.1496,0.0088,2.7233,4.8438,clean,1,2
938,11143.5,8.6745,70.0882,110.4164,180.7363,0.0184,2.7147,4.6631,shale,2,2
939,11144.0,8.652,159.505,106.57,173.4188,0.076,2.6496,4.4524,shale,2,3
940,11144.5,8.697,285.6727,101.1148,163.9641,0.1575,2.5171,4.2388,shale,2,3
941,11145.0,8.652,415.2849,97.4399,159.9648,0.2624,2.3782,3.9924,shale,2,4
942,11145.5,8.6296,503.2064,95.5071,155.2431,0.3432,2.279,3.8401,shale,2,4
943,11146.0,8.652,543.9283,95.0398,155.3123,0.3795,2.2445,3.742,shale,2,4
944,11146.5,8.6745,526.7603,96.4171,156.388,0.3941,2.2522,3.6799,shale,2,4
945,11147.0,8.652,467.5479,97.0012,157.375,0.3455,2.277,3.5791,shale,2,4
946,11147.5,8.652,400.9709,98.4936,158.8004,0.326,2.3064,3.4462,shale,2,4
947,11148.0,8.652,343.9496,97.7655,158.2093,0.2855,2.327,3.3086,shale,2,4
948,11148.5,8.652,288.5935,97.0374,155.4808,0.2836,2.3544,3.1406,shale,2,3
949,11149.0,8.6408,247.584,95.9086,156.9107,0.2887,2.3637,3.0385,shale,2,3
950,11149.5,8.652,237.4162,94.4527,156.8107,0.2849,2.368,2.9685,shale,2,3
951,11150.0,8.652,263.5806,95.3564,158.5149,0.2772,2.3479,2.9721,shale,2,3
952,11150.5,8.652,326.9798,97.6612,160.6131,0.2796,2.3196,2.9717,shale,2,3
953,11151.0,8.652,384.0988,99.4041,162.177,0.2775,2.2987,2.9316,shale,2,4
954,11151.5,8.652,399.2331,99.3697,162.2121,0.2775,2.2959,2.8974,shale,2,4
955,11152.0,8.6745,379.1966,98.9326,161.2365,0.2522,2.3133,2.9241,shale,2,4
956,11152.5,8.5958,388.9188,98.5652,159.1181,0.2416,2.3235,3.0523,shale,2,4
957,11153.0,8.652,448.7312,96.8414,151.3058,0.2705,2.3156,3.2038,shale,2,4
958,11153.5,8.652,493.3202,90.282,140.967,0.276,2.2928,3.318,shale,2,4
959,11154.0,8.6071,503.0363,81.6179,131.4577,0.2893,2.2756,3.3824,shale,2,4
960,11154.5,8.652,469.8415,71.4193,123.1304,0.2883,2.2809,3.3918,shale,2,4
961,11155.0,8.6071,439.7718,68.4872,117.3513,0.322,2.3091,3.3831,shale,2,4
962,11155.5,8.652,477.5514,67.0768,114.2031,0.3431,2.3366,3.482,shale,2,4
963,11156.0,8.652,566.9682,66.3937,112.631,0.3215,2.3807,3.6124,shale,2,1
964,11156.5,8.6296,576.2603,65.0728,113.1341,0.2593,2.4464,3.6572,shale,2,1
965,11157.0,8.6745,440.0924,64.8141,111.9438,0.1867,2.535,3.5462,shale,2,4
966,11157.5,8.6633,252.5864,65.1126,110.0731,0.1418,2.5883,3.4963,shale,2,3
967,11158.0,8.6745,153.3157,64.9336,108.7287,0.133,2.6269,3.5239,shale,2,0
968,11158.5,8.6745,115.9341,64.3589,107.5368,0.1349,2.643,3.6341,shale,2,0
969,11159.0,8.652,96.3434,62.8497,106.8579,0.1179,2.6704,3.6633,shale,2,0
970,11159.5,8.6745,81.788,62.5012,106.3298,0.1016,2.6646,3.7391,shale,2,0
971,11160.0,8.7195,87.0239,62.3833,105.9179,0.0918,2.6488,3.7881,shale,2,0
972,11160.5,8.6745,88.6714,62.3086,105.8415,0.1012,2.6395,3.8211,shale,2,0
973,11161.0,8.6745,94.3534,61.3889,105.8227,0.1063,2.6453,3.7873,shale,2,0
974,11161.5,8.6296,90.5057,61.2571,105.5051,0.11,2.6519,3.7337,shale,2,0
975,11162.0,8.652,91.7019,61.4708,104.0071,0.11,2.6431,3.7008,shale,2,0
976,11162.5,8.6296,81.8498,60.683,102.4272,0.1074,2.6383,3.6614,shale,2,0
977,11163.0,8.5846,78.0692,58.5179,101.1758,0.1085,2.6418,3.6368,shale,2,0
978,11163.5,8.5958,74.1815,55.3779,100.4029,0.1044,2.6434,3.6518,shale,2,0
979,11164.0,8.697,76.2337,54.5339,100.1979,0.0977,2.6462,3.6889,shale,2,0
980,11164.5,8.7195,73.5422,56.3224,101.2608,0.0828,2.6458,3.7761,shale,2,0
981,11165.0,8.6296,72.645,58.3295,102.5324,0.0597,2.6554,3.944,shale,2,0
982,11165.5,8.6296,64.1801,61.0318,104.163,0.031,2.6662,4.2261,shale,2,2
983,11166.0,8.7083,54.0123,61.5278,106.0656,0.0146,2.6781,4.5152,shale,2,2
984,11166.5,8.697,44.7417,60.6447,105.7428,0.0125,2.6837,4.6456,clean,1,2
985,11167.0,8.6858,49.8719,59.0217,103.8128,0.0144,2.6718,4.5679,clean,1,2
986,11167.5,8.742,66.0208,58.3418,103.2097,0.0209,2.6479,4.2894,shale,2,2
987,11168.0,8.8545,79.0281,60.9765,103.7623,0.0314,2.6254,3.9391,shale,2,0
988,11168.5,8.8095,89.8637,63.05,104.6099,0.0565,2.62,3.6578,shale,2,0
989,11169.0,8.7195,85.378,64.3526,105.2009,0.0667,2.6306,3.5762,shale,2,0
990,11169.5,8.5846,82.0433,63.5272,105.8871,0.067,2.643,3.6883,shale,2,0
991,11170.0,8.6071,72.4736,63.5678,106.4863,0.0545,2.6435,3.83,shale,2,0
992,11170.5,8.6296,71.0375,64.4427,106.8583,0.0547,2.6347,3.8589,shale,2,2
993,11171.0,8.6071,73.626,64.5343,106.2504,0.076,2.634,3.7212,shale,2,0
994,11171.5,8.652,73.3269,64.2388,105.6836,0.0816,2.637,3.5765,shale,2,0
995,11172.0,8.6296,79.8469,62.3034,105.2759,0.0785,2.6444,3.5033,shale,2,0
996,11172.5,8.6745,80.5931,60.1018,105.3327,0.0757,2.6354,3.5411,shale,2,0
997,11173.0,8.697,84.1817,58.5352,105.5417,0.095,2.6334,3.5382,shale,2,0
998,11173.5,8.652,84.0746,59.414,106.1492,0.1027,2.6405,3.5192,shale,2,0
999,11174.0,8.697,81.8331,62.4783,107.1027,0.0785,2.6485,3.6131,shale,2,0
1000,11174.5,8.7195,76.7492,64.518,109.1377,0.0492,2.6561,3.8135,shale,2,0
1001,11175.0,8.7195,69.5669,64.9603,109.8143,0.0341,2.6483,3.9895,shale,2,2
1002,11175.5,8.7195,69.2678,64.7909,110.1813,0.0423,2.6406,3.9388,shale,2,2
1003,11176.0,8.6745,79.4356,64.7028,110.1324,0.0608,2.6184,3.7915,shale,2,0
1004,11176.5,8.6745,84.3093,65.2751,110.2362,0.0872,2.607,3.6282,shale,2,0
1005,11177.0,8.652,85.2065,65.1327,110.6434,0.0994,2.5992,3.6068,shale,2,0
1006,11177.5,8.6296,85.3146,65.4823,111.6495,0.1069,2.6147,3.5997,shale,2,0
1007,11178.0,8.6071,90.4219,65.7522,111.9019,0.1107,2.6177,3.6754,shale,2,0
1008,11178.5,8.6071,98.7953,66.3967,112.2753,0.1081,2.6214,3.7147,shale,2,0
1009,11179.0,8.6296,97.2562,66.8513,112.7013,0.1003,2.6195,3.7155,shale,2,0
1010,11179.5,8.652,91.2752,68.3815,112.9632,0.1044,2.6214,3.6758,shale,2,0
1011,11180.0,8.6745,83.234,67.5809,113.4777,0.1091,2.6215,3.654,shale,2,0
1012,11180.5,8.6745,86.0203,67.4566,113.2139,0.1147,2.6139,3.7062,shale,2,0
1013,11181.0,8.697,91.7023,67.3824,112.9888,0.099,2.6101,3.736,shale,2,0
1014,11181.5,8.7195,96.0915,67.329,112.1915,0.1028,2.6142,3.7044,shale,2,0
1015,11182.0,8.787,89.0542,68.4466,111.9838,0.102,2.6222,3.6532,shale,2,0
1016,11182.5,8.7645,86.9608,68.6433,111.9506,0.107,2.6294,3.6473,shale,2,0
1017,11183.0,8.742,85.9348,68.88,111.9123,0.1027,2.6288,3.6908,shale,2,0
1018,11183.5,8.742,99.9903,68.3714,111.8449,0.1101,2.6187,3.755,shale,2,0
1019,11184.0,8.7195,105.7404,68.2523,112.1646,0.1206,2.6104,3.7939,shale,2,0
1020,11184.5,8.6745,100.8487,68.4957,112.7512,0.1219,2.6157,3.7988,shale,2,0
1021,11185.0,8.652,92.7743,67.6594,113.6672,0.1142,2.6306,3.778,shale,2,0
1022,11185.5,8.6296,87.3609,67.1583,114.8752,0.1181,2.6264,3.8305,shale,2,0
1023,11186.0,8.6071,92.733,66.8521,115.9098,0.1265,2.6195,3.8818,shale,2,0
1024,11186.5,8.5846,91.5368,66.8627,116.8178,0.1327,2.6164,3.919,shale,2,0
1025,11187.0,8.6071,94.8981,66.2785,120.5136,0.1175,2.6302,3.8961,shale,2,0
1026,11187.5,8.6071,94.9089,64.7583,126.5169,0.1161,2.6352,3.9016,shale,2,0
1027,11188.0,8.6296,91.3543,72.8331,137.3352,0.114,2.6298,3.9913,shale,2,0
1028,11188.5,8.6071,84.3999,84.3632,156.5733,0.107,2.6381,4.132,shale,2,0
1029,11189.0,8.6296,96.063,95.9952,167.641,0.088,2.6541,4.2931,shale,2,0
1030,11189.5,8.6745,160.1401,107.1809,173.6098,0.0879,2.6387,4.3786,shale,2,3
1031,11190.0,8.6745,305.4279,107.4594,174.1426,0.1546,2.5626,4.316,shale,2,3
1032,11190.5,8.697,478.2803,105.6248,171.7958,0.2466,2.4399,4.1769,shale,2,4
1033,11191.0,8.7195,608.5831,103.2214,165.9304,0.3246,2.3419,3.9839,shale,2,1
1034,11191.5,8.6745,660.6367,101.4196,163.1092,0.3409,2.3003,3.7843,shale,2,1
1035,11192.0,8.652,660.9052,100.5346,162.0983,0.3132,2.2918,3.5733,shale,2,1
1036,11192.5,8.652,632.2258,100.347,161.3176,0.3166,2.2889,3.3831,shale,2,1
1037,11193.0,8.6296,601.7225,100.5821,160.5027,0.3026,2.2829,3.2328,shale,2,1
1038,11193.5,8.6296,572.0793,98.4189,160.2114,0.3234,2.2754,3.1345,shale,2,1
1039,11194.0,8.6296,542.868,90.0088,159.9272,0.3163,2.2809,3.0442,shale,2,4
1040,11194.5,8.5621,491.3089,90.9358,159.7008,0.305,2.2707,3.0231,shale,2,4
1041,11195.0,8.6296,445.9205,92.5129,161.4756,0.2763,2.2741,3.0046,shale,2,4
1042,11195.5,8.697,453.3514,96.5766,165.2696,0.2523,2.2632,3.0507,shale,2,4
1043,11196.0,8.5846,512.0389,102.9436,170.5289,0.2594,2.271,3.1139,shale,2,4
1044,11196.5,8.5396,594.2784,106.2626,175.595,0.2959,2.2899,3.2017,shale,2,1
1045,11197.0,8.6296,676.275,108.3322,176.0768,0.3279,2.3027,3.3687,shale,2,1
1046,11197.5,8.652,772.9896,105.5078,172.0284,0.3528,2.3021,3.5993,shale,2,1
1047,11198.0,8.6745,815.7024,101.2399,163.1681,0.3447,2.3173,3.7783,shale,2,1
1048,11198.5,8.652,726.6232,93.6199,152.4414,0.3081,2.3853,3.7541,shale,2,1
1049,11199.0,8.6745,515.7194,88.7653,145.9437,0.2627,2.4794,3.5754,shale,2,4
1050,11199.5,8.6745,310.2154,85.6926,142.7786,0.2119,2.5421,3.4179,shale,2,3
1051,11200.0,8.652,201.8232,86.4739,142.0867,0.1931,2.5553,3.3808,shale,2,3
1052,11200.5,8.652,165.0397,86.8543,142.7065,0.2018,2.545,3.4133,shale,2,3
1053,11201.0,8.6296,164.5272,87.7107,145.3916,0.2162,2.5409,3.431,shale,2,3
1054,11201.5,8.6296,166.6232,89.0613,145.1957,0.2153,2.5432,3.4293,shale,2,3
1055,11202.0,8.6745,172.9033,89.0137,147.6025,0.2012,2.5465,3.4152,shale,2,3
1056,11202.5,8.652,167.3233,89.7327,149.149,0.187,2.5427,3.421,shale,2,3
1057,11203.0,8.6296,162.7655,91.0723,150.2354,0.1821,2.5403,3.3995,shale,2,3
1058,11203.5,8.652,163.9617,91.9719,150.973,0.1989,2.5427,3.3405,shale,2,3
1059,11204.0,8.6745,174.2222,91.9957,150.4221,0.2065,2.5487,3.2819,shale,2,3
1060,11204.5,8.697,180.8014,92.5263,149.9003,0.2163,2.5545,3.2647,shale,2,3
1061,11205.0,8.742,182.3612,92.3182,149.436,0.2084,2.5544,3.3241,shale,2,3
1062,11205.5,8.7308,173.5837,90.9663,148.6311,0.2185,2.5519,3.414,shale,2,3
1063,11206.0,8.7195,175.378,90.522,146.9301,0.2246,2.5571,3.4586,shale,2,3
1064,11206.5,8.7195,176.7233,91.5022,141.456,0.2422,2.557,3.4947,shale,2,3
1065,11207.0,8.7083,165.8887,88.447,131.3678,0.2504,2.5668,3.5678,shale,2,3
1066,11207.5,8.652,141.6655,78.976,119.4409,0.2068,2.5745,3.8878,shale,2,0
1067,11208.0,8.6296,95.493,65.6344,112.0946,0.1261,2.6134,4.3532,shale,2,0
1068,11208.5,8.6071,60.8029,55.0023,103.7193,0.0435,2.659,4.8414,shale,2,2
1069,11209.0,8.6296,27.7821,52.5267,99.7786,0.0172,2.6976,5.1372,clean,1,2
1070,11209.5,8.652,22.0048,52.6553,97.588,0.0124,2.7194,5.2118,clean,1,2
1071,11210.0,8.6296,19.6124,52.9561,95.3849,0.0118,2.7239,5.214,clean,1,2
1072,11210.5,8.6296,21.1514,53.0098,98.314,0.0092,2.7316,5.1704,clean,1,2
1073,11211.0,8.652,21.7496,54.3406,99.6437,0.0087,2.732,5.149,clean,1,2
1074,11211.5,8.6745,23.5439,53.3546,99.9668,0.0095,2.7282,5.11,clean,1,2
1075,11212.0,8.6745,26.3655,54.7637,101.1716,0.0133,2.7272,5.0085,clean,1,2
1076,11212.5,8.697,36.5333,55.4738,103.7557,0.0191,2.7156,4.8673,clean,1,2
1077,11213.0,8.697,49.3926,58.7143,106.7123,0.0376,2.7066,4.5556,clean,1,2
1078,11213.5,8.6745,67.092,64.543,111.6532,0.078,2.6916,4.1727,shale,2,2
1079,11214.0,8.6745,82.3437,67.1816,114.2369,0.1189,2.6783,3.8049,shale,2,0
1080,11214.5,8.697,91.3153,69.3815,116.7496,0.14,2.6712,3.5751,shale,2,0
1081,11215.0,8.652,102.3453,70.5113,116.9139,0.1537,2.6607,3.5227,shale,2,0
1082,11215.5,8.6745,101.7472,68.9675,113.6465,0.1524,2.6663,3.4972,shale,2,0
1083,11216.0,8.6745,102.3453,65.9551,112.1879,0.1481,2.6589,3.5533,shale,2,0
1084,11216.5,8.6745,89.5197,66.8855,111.5456,0.1257,2.6549,3.5754,shale,2,0
1085,11217.0,8.652,90.1178,65.6746,111.7919,0.1238,2.6448,3.5966,shale,2,0
1086,11217.5,8.6296,95.6552,65.8193,114.5799,0.138,2.644,3.5751,shale,2,0
1087,11218.0,8.6296,106.9162,68.7672,116.6409,0.1574,2.654,3.5358,shale,2,0
1088,11218.5,8.6745,104.8228,68.6791,117.436,0.1595,2.6627,3.5215,shale,2,0
1089,11219.0,8.652,112.7748,70.3306,120.6457,0.1546,2.6765,3.4797,shale,2,0
1090,11219.5,8.697,121.7463,70.4822,118.4866,0.1459,2.6731,3.4817,shale,2,0
1091,11220.0,8.697,127.7274,70.5885,116.3276,0.1486,2.6748,3.4587,shale,2,0
1092,11220.5,8.7195,115.1582,70.6965,116.0229,0.1495,2.6705,3.4715,shale,2,0
1093,11221.0,8.697,109.1772,69.9504,115.0314,0.1566,2.6767,3.4662,shale,2,0
1094,11221.5,8.7195,103.7942,70.7041,115.9282,0.1602,2.6708,3.515,shale,2,0
1095,11222.0,8.697,110.7201,69.4336,114.1275,0.1559,2.6676,3.5416,shale,2,0
1096,11222.5,8.6745,99.3561,69.2158,114.5491,0.142,2.6547,3.6018,shale,2,0
1097,11223.0,8.6745,98.4985,68.4925,114.1938,0.1343,2.656,3.5953,shale,2,0
1098,11223.5,8.6745,87.9508,68.2042,114.4234,0.1468,2.6539,3.599,shale,2,0
1099,11224.0,8.652,91.8384,68.5658,114.4338,0.1699,2.6543,3.5888,shale,2,0
1100,11224.5,8.652,102.0189,67.9523,114.0828,0.1746,2.6498,3.6325,shale,2,0
1101,11225.0,8.6183,101.7627,67.7943,113.6027,0.1659,2.6569,3.6535,shale,2,0
1102,11225.5,8.652,100.2674,66.9428,113.2191,0.1377,2.6737,3.6184,shale,2,0
1103,11226.0,8.652,89.3859,66.83,112.2206,0.1301,2.6815,3.5778,shale,2,0
1104,11226.5,8.697,90.5496,68.3958,112.3108,0.115,2.6791,3.575,shale,2,0
1105,11227.0,8.697,97.1743,69.1167,111.9272,0.1349,2.681,3.5916,shale,2,0
1106,11227.5,8.652,97.2376,68.539,113.3377,0.1374,2.6808,3.6224,shale,2,0
1107,11228.0,8.6745,95.049,67.3142,114.6457,0.1484,2.6846,3.5956,shale,2,0
1108,11228.5,8.697,87.2639,66.8684,116.6521,0.1487,2.6824,3.548,shale,2,0
1109,11229.0,8.697,88.4487,68.524,118.5343,0.1523,2.6676,3.5145,shale,2,0
1110,11229.5,8.652,93.6083,72.0051,119.3219,0.1731,2.6484,3.5102,shale,2,0
1111,11230.0,8.6745,97.7592,73.1473,119.0737,0.1812,2.6227,3.5518,shale,2,0
1112,11230.5,8.6633,101.1284,72.8885,117.3178,0.1904,2.6291,3.5278,shale,2,0
1113,11231.0,8.652,98.7555,69.7034,114.1101,0.186,2.6375,3.52,shale,2,0
1114,11231.5,8.6745,89.7839,66.6677,111.0719,0.1808,2.6481,3.4926,shale,2,0
1115,11232.0,8.652,80.5494,63.7273,106.6368,0.1783,2.6452,3.4732,shale,2,0
1116,11232.5,8.6296,71.2788,62.4808,105.5021,0.1766,2.6463,3.419,shale,2,2
1117,11233.0,8.6296,68.6452,62.684,106.8196,0.1721,2.6472,3.3906,shale,2,2
1118,11233.5,8.6296,68.84,63.5767,109.9787,0.1663,2.6617,3.358,shale,2,2
1119,11234.0,8.652,77.1176,65.2097,112.326,0.1704,2.6578,3.4194,shale,2,0
1120,11234.5,8.6745,86.3684,66.4798,114.5694,0.1759,2.6593,3.4637,shale,2,0
1121,11235.0,8.6745,93.8326,67.057,115.9791,0.1749,2.6546,3.5095,shale,2,0
1122,11235.5,8.697,97.5581,68.8524,117.3157,0.18,2.6568,3.5133,shale,2,0
1123,11236.0,8.7195,102.634,70.4653,115.3911,0.1938,2.6561,3.5111,shale,2,0
1124,11236.5,8.6745,102.3471,70.4584,114.1025,0.2097,2.6518,3.5251,shale,2,0
1125,11237.0,8.697,99.1658,68.9697,112.1691,0.1994,2.647,3.5486,shale,2,0
1126,11237.5,8.6858,93.4538,66.0637,111.9735,0.1776,2.6524,3.5276,shale,2,0
1127,11238.0,8.697,85.5687,64.5342,113.0147,0.1607,2.6569,3.501,shale,2,0
1128,11238.5,8.6745,85.1203,66.5329,113.4932,0.1543,2.6798,3.4096,shale,2,0
1129,11239.0,8.6745,81.1229,66.6802,114.7652,0.1695,2.6884,3.374,shale,2,0
1130,11239.5,8.6745,95.8862,68.3652,116.1856,0.1755,2.6898,3.366,shale,2,0
1131,11240.0,8.652,102.4909,69.5529,115.7757,0.1774,2.6737,3.422,shale,2,0
1132,11240.5,8.6296,111.8712,68.5807,115.4415,0.1806,2.6562,3.4982,shale,2,0
1133,11241.0,8.6071,103.9987,67.7993,117.0118,0.1861,2.6531,3.5336,shale,2,0
1134,11241.5,8.6296,95.634,67.1712,116.7577,0.193,2.6609,3.5172,shale,2,0
1135,11242.0,8.652,94.9381,68.6803,117.8547,0.1902,2.6636,3.5005,shale,2,0
1136,11242.5,8.6745,96.2315,68.9006,117.3879,0.1998,2.6516,3.5495,shale,2,0
1137,11243.0,8.652,98.6964,69.1676,116.086,0.1988,2.6429,3.5898,shale,2,0
1138,11243.5,8.6745,90.4207,68.7218,114.3199,0.1987,2.6439,3.5938,shale,2,0
